math,school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
10,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,-1.9372442932926772,-0.6360462217145377,0.341938542070098,-1.7046380574330582,-1.4703365810856859,0.8400847406450273,2.3318138298081985,1.2273578322058476,2.417212330742801,0.7800956702302257,1.013204861293262,0.944678894824047,0.4736496841797903,0.18175789892809202,0.4173108297269225,-0.6450880501070466,-1.0638189900634223,-2.2431420780786016,-1.0074113579245791,-0.5340076782697699,-1.0319425114603873,-1.8236146051431035,-0.5016968042517581
5,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,-1.9372442932926772,-0.6360462217145377,0.341938542070098,-1.7046380574330582,-1.4703365810856859,-0.6226008737775327,-0.04857945478767086,2.7981926696931825,2.417212330742801,0.7800956702302257,-0.9840897790721911,-1.0554745676737811,-2.105109707465735,0.18175789892809202,0.4173108297269225,1.5456565160980722,-1.0638189900634223,-0.23688984136162541,0.806457911199466,0.5562579981976767,1.2916216992458236,1.0131192250795018,-0.5016968042517581
13,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,-1.9372442932926772,-0.6360462217145377,0.341938542070098,-0.7824127361404101,-0.5466636006600627,-0.6226008737775327,-1.2387760970856057,-0.3434770052814872,2.417212330742801,0.7800956702302257,1.013204861293262,0.944678894824047,0.4736496841797903,0.18175789892809202,-2.38930906431885,-0.6450880501070466,0.048650258691924964,-0.23688984136162541,-1.9143459924866018,-0.5340076782697699,-1.0319425114603873,-1.1144311475874522,0.2653849365729954
8,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,-1.9372442932926772,-0.6360462217145377,0.341938542070098,-0.7824127361404101,1.3006823601911837,-0.6226008737775327,1.1416171875102639,-0.3434770052814872,2.417212330742801,0.7800956702302257,1.013204861293262,0.944678894824047,0.4736496841797903,0.18175789892809202,0.4173108297269225,-0.6450880501070466,0.048650258691924964,-0.23688984136162541,-1.0074113579245791,-0.5340076782697699,-1.0319425114603873,1.0131192250795018,-0.5016968042517581
10,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,-1.9372442932926772,-0.6360462217145377,0.341938542070098,0.139812585152238,0.3770093797655605,0.8400847406450273,1.1416171875102639,2.7981926696931825,-0.41249357179911283,0.7800956702302257,1.013204861293262,0.944678894824047,0.4736496841797903,0.18175789892809202,0.4173108297269225,1.5456565160980722,0.048650258691924964,-1.2400159597201135,-1.9143459924866018,0.5562579981976767,0.5171002956770867,-0.4052476900318009,0.2653849365729954
11,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,-1.9372442932926772,-0.6360462217145377,0.341938542070098,0.139812585152238,1.3006823601911837,-0.6226008737775327,1.1416171875102639,-0.3434770052814872,2.417212330742801,0.7800956702302257,1.013204861293262,0.944678894824047,0.4736496841797903,0.18175789892809202,0.4173108297269225,-0.6450880501070466,0.048650258691924964,-0.23688984136162541,-1.0074113579245791,-0.5340076782697699,-1.0319425114603873,1.0131192250795018,-0.5016968042517581
8,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,-1.9372442932926772,1.5676290717004766,0.341938542070098,-0.7824127361404101,-0.5466636006600627,0.8400847406450273,-0.04857945478767086,-0.3434770052814872,2.417212330742801,0.7800956702302257,1.013204861293262,-1.0554745676737811,0.4736496841797903,0.18175789892809202,0.4173108297269225,-0.6450880501070466,0.048650258691924964,-2.2431420780786016,-0.1004767233625566,-0.5340076782697699,0.5171002956770867,0.30393576752385043,-0.5016968042517581
16,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,-1.9372442932926772,1.5676290717004766,0.341938542070098,0.139812585152238,-1.4703365810856859,0.8400847406450273,2.3318138298081985,-0.3434770052814872,-0.41249357179911283,0.7800956702302257,-0.9840897790721911,-1.0554745676737811,-2.105109707465735,0.18175789892809202,0.4173108297269225,-0.6450880501070466,0.048650258691924964,0.7662362769968626,-1.0074113579245791,0.5562579981976767,0.5171002956770867,-0.4052476900318009,0.7767727637894977
11,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,0.514692210764106,-0.6360462217145377,-2.9159759004311137,0.139812585152238,0.3770093797655605,-0.6226008737775327,2.3318138298081985,-0.3434770052814872,2.417212330742801,-1.2781567519926007,-0.9840897790721911,-1.0554745676737811,0.4736496841797903,0.18175789892809202,-2.38930906431885,-0.6450880501070466,0.048650258691924964,-0.23688984136162541,-0.1004767233625566,-0.5340076782697699,-1.0319425114603873,0.30393576752385043,0.5210788501812466
15,-0.33660817322913317,-0.9783665806745229,-1.3290004399376791,0.514692210764106,-0.6360462217145377,-2.9159759004311137,1.0620379064448862,0.3770093797655605,-0.6226008737775327,-0.04857945478767086,-0.3434770052814872,-0.41249357179911283,0.7800956702302257,1.013204861293262,0.944678894824047,0.4736496841797903,0.18175789892809202,0.4173108297269225,-0.6450880501070466,0.048650258691924964,-0.23688984136162541,-1.0074113579245791,-0.5340076782697699,-1.0319425114603873,-1.8236146051431035,-0.7573907178600093
